User_index,Segment_index,Segment,User,Label,MaliciousCommandsCount,Diff commands,Num of sequences,Seq_of_commands_repeated_3
5,21,21,5,0,38,43,14,0
5,22,22,5,0,41,42,10,0
5,23,23,5,0,36,37,9,0
5,24,24,5,0,27,27,24,0
5,25,25,5,0,24,30,9,0
5,26,26,5,0,27,34,14,6
5,27,27,5,0,38,40,16,5
5,28,28,5,0,36,36,26,12
5,29,29,5,0,31,31,13,5
5,30,30,5,0,28,36,20,0
5,31,31,5,0,46,52,12,0
5,32,32,5,0,30,40,3,0
5,33,33,5,0,16,21,29,3
5,34,34,5,0,10,13,65,1
5,35,35,5,0,3,4,69,2
5,36,36,5,0,2,3,71,2
5,37,37,5,0,3,4,69,2
5,38,38,5,0,12,13,56,3
5,39,39,5,0,6,7,67,1
5,40,40,5,0,34,39,10,0
5,41,41,5,0,17,25,5,5
5,42,42,5,0,4,5,0,7
5,43,43,5,0,5,7,0,8
5,44,44,5,0,3,5,0,2
5,45,45,5,0,3,5,0,1
5,46,46,5,0,20,31,4,10
5,47,47,5,0,17,24,9,11
5,48,48,5,0,16,26,9,2
5,49,49,5,0,37,41,9,0
5,50,50,5,0,39,47,7,0
5,51,51,5,0,34,38,8,0
5,52,52,5,0,33,37,11,0
5,53,53,5,0,23,30,12,0
5,54,54,5,0,22,29,12,0
5,55,55,5,0,18,25,26,3
5,56,56,5,0,7,8,62,1
5,57,57,5,0,11,14,34,8
5,58,58,5,0,4,8,68,1
5,59,59,5,0,2,3,70,2
5,60,60,5,0,14,15,53,4
5,61,61,5,0,25,26,47,1
5,62,62,5,0,32,39,18,0
5,63,63,5,0,34,41,11,11
5,64,64,5,0,41,46,7,0
5,65,65,5,0,37,37,15,0
5,66,66,5,0,17,17,8,1
5,67,67,5,0,21,22,7,3
5,68,68,5,0,35,37,20,0
5,69,69,5,0,22,25,26,14
5,70,70,5,0,23,31,14,0
5,71,71,5,1,34,34,10,0
5,72,72,5,0,47,57,3,0
5,73,73,5,0,27,32,25,0
5,74,74,5,0,12,18,1,10
5,75,75,5,0,26,33,8,0
5,76,76,5,0,28,40,7,0
5,77,77,5,0,19,24,11,6
5,78,78,5,0,35,44,12,0
5,79,79,5,0,21,28,11,0
5,80,80,5,0,28,42,6,0
5,81,81,5,0,14,22,2,3
5,82,82,5,0,7,12,0,7
5,83,83,5,0,7,13,0,9
5,84,84,5,0,13,21,3,8
5,85,85,5,0,13,19,7,8
5,86,86,5,0,40,43,13,0
5,87,87,5,0,25,25,9,5
5,88,88,5,0,15,15,11,1
5,89,89,5,0,15,15,11,1
5,90,90,5,1,34,34,7,2
5,91,91,5,0,17,17,12,6
5,92,92,5,0,43,48,9,0
5,93,93,5,0,30,32,24,2
5,94,94,5,0,29,40,16,2
5,95,95,5,0,29,41,10,0
5,96,96,5,0,27,34,19,9
5,97,97,5,0,37,42,12,0
5,98,98,5,1,29,29,8,0
5,99,99,5,0,38,40,14,0
5,100,100,5,0,30,32,7,0
5,101,101,5,1,29,29,15,5
5,102,102,5,0,32,32,13,0
5,103,103,5,0,38,38,6,0
5,104,104,5,0,38,38,16,11
5,105,105,5,1,33,33,10,0
5,106,106,5,0,46,51,10,0
5,107,107,5,0,25,32,11,0
5,108,108,5,0,44,50,9,0
5,109,109,5,0,25,25,11,7
5,110,110,5,1,45,45,11,0
5,111,111,5,0,41,41,10,0
5,112,112,5,1,37,37,9,2
5,113,113,5,0,38,40,11,0
5,114,114,5,0,17,24,8,5
5,115,115,5,0,14,21,1,3
5,116,116,5,0,8,10,0,5
5,117,117,5,0,11,18,3,13
5,118,118,5,0,39,46,7,0
5,119,119,5,0,34,38,7,0
5,120,120,5,0,40,43,11,0
5,121,121,5,0,33,33,9,0
5,122,122,5,0,37,41,9,0
5,123,123,5,0,32,42,10,0
5,124,124,5,1,43,43,18,0
5,125,125,5,0,34,42,13,0
5,126,126,5,0,36,36,17,11
5,127,127,5,0,9,15,0,15
5,128,128,5,0,10,15,4,9
5,129,129,5,0,23,32,16,11
5,130,130,5,0,24,32,11,0
5,131,131,5,0,42,50,9,0
5,132,132,5,0,38,46,17,0
5,133,133,5,0,25,29,10,0
5,134,134,5,0,27,35,14,0
5,135,135,5,0,20,25,21,0
5,136,136,5,0,35,37,9,0
5,137,137,5,0,39,46,14,0
5,138,138,5,0,16,20,13,0
5,139,139,5,0,19,24,18,5
5,140,140,5,0,45,53,10,0
5,141,141,5,0,23,25,24,0
5,142,142,5,1,28,28,24,0
5,143,143,5,0,16,19,45,6
5,144,144,5,0,20,25,56,1
5,145,145,5,0,21,28,9,0
5,146,146,5,1,21,21,33,6
5,147,147,5,0,44,49,14,0
5,148,148,5,0,24,29,36,1
5,149,149,5,0,19,24,46,2
6,0,0,6,0,26,26,14,8
6,1,1,6,0,13,13,21,23
6,2,2,6,0,19,22,17,6
6,3,3,6,0,22,28,29,0
6,4,4,6,0,21,23,15,8
6,5,5,6,0,23,25,10,11
6,6,6,6,0,13,14,14,4
6,7,7,6,0,17,20,10,11
6,8,8,6,0,27,30,15,0
6,9,9,6,0,14,14,14,3
6,10,10,6,0,24,27,15,6
6,11,11,6,0,21,27,14,5
6,12,12,6,0,26,31,12,5
6,13,13,6,0,26,29,11,5
6,14,14,6,0,29,29,11,0
6,15,15,6,0,25,25,14,0
6,16,16,6,0,28,28,9,0
6,17,17,6,0,27,27,14,0
6,18,18,6,0,20,22,16,9
6,19,19,6,0,11,11,12,13
6,20,20,6,0,15,16,24,6
6,21,21,6,0,16,17,14,3
6,22,22,6,0,16,16,14,5
6,23,23,6,0,13,13,16,5
6,24,24,6,0,10,10,14,4
6,25,25,6,0,26,26,20,5
6,26,26,6,0,14,16,12,3
6,27,27,6,0,19,23,17,11
6,28,28,6,0,39,44,13,0
6,29,29,6,0,40,45,17,0
6,30,30,6,0,21,25,24,5
6,31,31,6,0,22,27,16,0
6,32,32,6,0,29,29,13,0
6,33,33,6,0,22,23,14,0
6,34,34,6,0,19,19,20,10
6,35,35,6,0,17,22,29,0
6,36,36,6,0,23,28,20,0
6,37,37,6,0,27,27,16,8
6,38,38,6,0,29,30,12,6
6,39,39,6,0,13,14,12,12
6,40,40,6,0,13,13,9,9
6,41,41,6,0,18,19,14,8
6,42,42,6,0,13,16,11,7
6,43,43,6,0,19,20,12,6
6,44,44,6,0,36,37,14,0
6,45,45,6,0,33,33,22,0
6,46,46,6,0,11,11,13,6
6,47,47,6,0,12,12,15,4
6,48,48,6,0,15,16,15,5
6,49,49,6,0,11,13,14,10
6,50,50,6,1,46,46,15,0
6,51,51,6,0,14,18,17,18
6,52,52,6,0,11,11,14,5
6,53,53,6,0,24,29,19,6
6,54,54,6,0,10,10,6,15
6,55,55,6,1,25,25,28,0
6,56,56,6,0,14,17,11,22
6,57,57,6,0,11,11,13,14
6,58,58,6,0,32,32,12,12
6,59,59,6,0,32,32,15,6
6,60,60,6,0,27,33,18,0
6,61,61,6,0,16,20,15,7
6,62,62,6,0,24,25,9,8
6,63,63,6,0,12,17,5,10
6,64,64,6,0,18,19,14,10
6,65,65,6,0,19,21,14,10
6,66,66,6,0,20,22,13,10
6,67,67,6,0,12,12,14,3
6,68,68,6,1,29,29,14,0
6,69,69,6,0,20,24,14,5
6,70,70,6,0,18,20,18,7
6,71,71,6,0,16,18,17,3
6,72,72,6,0,13,18,22,16
6,73,73,6,0,12,12,16,6
6,74,74,6,0,15,15,11,20
6,75,75,6,0,15,15,18,19
6,76,76,6,0,11,11,14,6
6,77,77,6,0,20,26,19,0
6,78,78,6,0,21,24,13,11
6,79,79,6,0,13,15,11,13
6,80,80,6,0,13,15,13,4
6,81,81,6,1,39,39,19,0
6,82,82,6,1,27,27,25,0
6,83,83,6,1,38,38,30,2
6,84,84,6,0,14,18,12,15
6,85,85,6,0,13,14,14,6
6,86,86,6,0,13,18,13,8
6,87,87,6,1,45,45,13,0
6,88,88,6,0,14,18,14,2
6,89,89,6,1,27,27,19,15
6,90,90,6,0,13,17,14,7
6,91,91,6,0,15,19,12,7
6,92,92,6,0,11,16,12,12
6,93,93,6,0,13,18,10,11
6,94,94,6,0,18,23,10,8
6,95,95,6,0,13,16,18,7
6,96,96,6,0,13,17,13,9
6,97,97,6,0,12,14,14,9
6,98,98,6,0,13,18,11,13
6,99,99,6,0,16,21,13,4
6,100,100,6,0,13,16,13,11
6,101,101,6,0,17,23,8,0
6,102,102,6,0,19,23,17,6
6,103,103,6,0,22,27,16,5
6,104,104,6,0,11,11,16,6
6,105,105,6,0,11,11,13,6
6,106,106,6,0,14,15,13,4
6,107,107,6,0,14,19,14,10
6,108,108,6,0,13,18,10,12
6,109,109,6,0,14,18,13,5
6,110,110,6,0,17,19,14,9
6,111,111,6,0,11,15,13,6
6,112,112,6,0,18,22,18,11
6,113,113,6,0,17,22,18,17
6,114,114,6,0,14,16,20,2
6,115,115,6,0,21,26,17,7
6,116,116,6,0,14,18,14,3
6,117,117,6,0,11,12,14,4
6,118,118,6,0,16,17,18,8
6,119,119,6,0,11,15,13,4
6,120,120,6,0,27,31,12,5
6,121,121,6,0,14,15,17,9
6,122,122,6,0,22,24,14,7
6,123,123,6,1,26,26,26,29
6,124,124,6,0,13,17,15,7
6,125,125,6,0,15,17,15,3
6,126,126,6,0,25,30,20,0
6,127,127,6,0,29,30,14,0
6,128,128,6,0,15,15,15,5
6,129,129,6,0,15,15,15,5
6,130,130,6,0,15,15,15,5
6,131,131,6,0,15,15,15,5
6,132,132,6,0,33,33,21,0
6,133,133,6,0,14,17,12,8
6,134,134,6,0,12,13,19,6
6,135,135,6,0,12,14,12,6
6,136,136,6,0,12,13,15,6
6,137,137,6,0,19,23,10,3
6,138,138,6,0,13,14,11,8
6,139,139,6,0,16,18,13,10
6,140,140,6,0,18,21,15,4
6,141,141,6,0,14,18,13,11
6,142,142,6,0,11,14,12,3
6,143,143,6,1,26,26,20,19
6,144,144,6,0,11,12,13,3
6,145,145,6,0,11,14,13,3
6,146,146,6,0,11,15,13,3
6,147,147,6,0,11,12,12,3
6,148,148,6,0,11,15,13,3
6,149,149,6,0,11,15,15,3
7,0,0,7,0,36,39,22,0
7,1,1,7,0,29,32,32,0
7,2,2,7,0,22,27,55,4
7,3,3,7,0,13,19,54,3
7,4,4,7,0,47,52,15,0
7,5,5,7,0,38,40,10,0
7,6,6,7,0,36,37,25,14
7,7,7,7,0,27,27,37,2
7,8,8,7,0,28,28,16,5
7,9,9,7,0,22,24,61,16
7,10,10,7,0,27,27,50,1
7,11,11,7,0,25,32,8,8
7,12,12,7,0,3,8,0,1
7,13,13,7,0,3,8,0,2
7,14,14,7,0,3,8,0,2
7,15,15,7,0,10,15,2,4
7,16,16,7,0,15,27,8,1
7,17,17,7,0,1,2,0,1
7,18,18,7,0,7,12,42,9
7,19,19,7,0,23,30,52,2
7,20,20,7,0,25,26,55,4
7,21,21,7,0,29,30,9,0
7,22,22,7,0,28,31,23,0
7,23,23,7,0,35,38,16,0
7,24,24,7,0,37,39,29,1
7,25,25,7,0,6,7,86,4
7,26,26,7,0,31,32,41,4
7,27,27,7,0,26,31,19,5
7,28,28,7,0,12,16,17,16
7,29,29,7,0,10,15,4,8
7,30,30,7,0,7,10,10,13
7,31,31,7,0,6,9,13,8
7,32,32,7,0,32,37,14,0
7,33,33,7,0,10,13,40,8
7,34,34,7,0,36,39,16,0
7,35,35,7,0,35,39,12,0
7,36,36,7,0,38,45,12,0
7,37,37,7,0,30,38,17,0
7,38,38,7,0,12,22,5,5
7,39,39,7,0,15,22,34,19
7,40,40,7,0,7,12,0,5
7,41,41,7,0,3,8,0,4
7,42,42,7,0,3,8,0,2
7,43,43,7,0,5,10,0,2
7,44,44,7,0,8,13,40,14
7,45,45,7,0,9,13,18,14
7,46,46,7,0,3,7,0,2
7,47,47,7,0,3,7,0,2
7,48,48,7,0,3,7,0,2
7,49,49,7,0,7,11,54,15
7,50,50,7,0,8,12,8,4
7,51,51,7,0,5,10,5,10
7,52,52,7,0,4,11,0,22
7,53,53,7,0,3,7,1,10
7,54,54,7,1,17,17,18,4
7,55,55,7,0,8,15,12,10
7,56,56,7,0,23,28,5,4
7,57,57,7,0,27,34,5,0
7,58,58,7,0,13,23,10,10
7,59,59,7,0,12,18,7,9
7,60,60,7,0,4,10,4,14
7,61,61,7,0,7,16,5,13
7,62,62,7,0,11,20,5,6
7,63,63,7,0,12,22,22,7
7,64,64,7,0,34,44,10,0
7,65,65,7,0,7,16,10,11
7,66,66,7,0,8,13,3,14
7,67,67,7,0,32,41,10,0
7,68,68,7,0,19,27,15,7
7,69,69,7,0,27,30,10,0
7,70,70,7,0,26,29,7,0
7,71,71,7,0,29,31,7,0
7,72,72,7,0,24,30,17,5
7,73,73,7,0,9,16,38,6
7,74,74,7,0,9,15,62,1
7,75,75,7,0,3,8,3,4
7,76,76,7,0,9,16,4,10
7,77,77,7,1,34,34,11,0
7,78,78,7,0,32,42,6,0
7,79,79,7,0,35,45,12,0
7,80,80,7,0,31,31,14,0
7,81,81,7,0,31,31,7,0
7,82,82,7,0,29,30,17,6
7,83,83,7,0,32,36,12,0
7,84,84,7,0,33,38,8,0
7,85,85,7,0,29,33,5,11
7,86,86,7,0,11,16,5,16
7,87,87,7,1,38,38,8,0
7,88,88,7,1,37,37,25,2
7,89,89,7,0,7,14,4,19
7,90,90,7,0,12,20,14,5
7,91,91,7,1,24,24,33,6
7,92,92,7,0,6,12,3,8
7,93,93,7,0,5,10,2,12
7,94,94,7,0,4,9,3,11
7,95,95,7,0,3,8,1,12
7,96,96,7,0,10,17,15,13
7,97,97,7,0,11,17,6,19
7,98,98,7,0,13,15,40,26
7,99,99,7,0,5,10,7,19
7,100,100,7,0,11,19,8,11
7,101,101,7,1,32,32,8,19
7,102,102,7,0,4,7,33,12
7,103,103,7,0,2,3,28,1
7,104,104,7,1,45,45,7,6
7,105,105,7,0,7,9,37,10
7,106,106,7,0,7,7,11,2
7,107,107,7,0,3,3,8,1
7,108,108,7,0,7,9,7,5
7,109,109,7,0,10,18,13,14
7,110,110,7,0,5,11,8,8
7,111,111,7,0,5,7,12,1
7,112,112,7,0,5,7,13,1
7,113,113,7,0,5,7,14,1
7,114,114,7,0,5,9,13,28
7,115,115,7,0,4,8,15,5
7,116,116,7,0,10,15,18,1
7,117,117,7,0,3,3,9,1
7,118,118,7,0,3,3,8,1
7,119,119,7,0,8,12,13,1
7,120,120,7,0,2,3,35,9
7,121,121,7,1,45,45,7,0
7,122,122,7,1,38,38,15,0
7,123,123,7,0,2,3,35,10
7,124,124,7,1,47,47,10,0
7,125,125,7,0,2,7,0,4
7,126,126,7,0,2,7,2,19
7,127,127,7,0,2,7,2,3
7,128,128,7,0,35,39,15,0
7,129,129,7,0,29,30,6,1
7,130,130,7,0,7,11,23,36
7,131,131,7,0,2,3,28,1
7,132,132,7,0,2,3,39,10
7,133,133,7,0,9,11,16,9
7,134,134,7,0,3,3,8,1
7,135,135,7,0,5,5,8,1
7,136,136,7,0,10,16,4,16
7,137,137,7,0,5,10,5,8
7,138,138,7,0,8,13,6,15
7,139,139,7,0,5,10,2,5
7,140,140,7,0,3,7,2,3
7,141,141,7,0,4,9,6,19
7,142,142,7,0,4,9,11,10
7,143,143,7,0,2,7,1,4
7,144,144,7,0,2,7,0,13
7,145,145,7,0,2,7,1,13
7,146,146,7,0,7,16,6,23
7,147,147,7,0,5,8,1,7
7,148,148,7,0,4,9,6,15
7,149,149,7,0,16,19,77,2
8,0,0,8,0,10,14,29,18
8,1,1,8,0,9,12,33,15
8,2,2,8,0,10,14,23,8
8,3,3,8,0,12,16,22,10
8,4,4,8,0,11,15,26,13
8,5,5,8,0,20,25,26,6
8,6,6,8,0,14,19,18,7
8,7,7,8,0,15,17,37,25
8,8,8,8,0,13,17,26,7
8,9,9,8,0,25,36,19,0
8,10,10,8,0,13,20,13,10
8,11,11,8,0,4,6,90,2
8,12,12,8,0,1,2,97,2
8,13,13,8,0,10,16,42,7
8,14,14,8,0,11,16,6,1
8,15,15,8,0,7,8,0,2
8,16,16,8,0,11,16,25,21
8,17,17,8,0,11,15,21,18
8,18,18,8,0,17,23,19,5
8,19,19,8,0,14,20,25,5
8,20,20,8,0,11,16,28,5
8,21,21,8,0,36,38,14,0
8,22,22,8,0,12,19,19,0
8,23,23,8,0,27,31,22,10
8,24,24,8,0,25,28,22,0
8,25,25,8,0,23,26,16,7
8,26,26,8,0,27,31,11,5
8,27,27,8,0,16,18,18,14
8,28,28,8,0,8,11,18,7
8,29,29,8,0,16,25,18,0
8,30,30,8,0,12,15,36,4
8,31,31,8,0,9,15,26,12
8,32,32,8,0,11,17,24,6
8,33,33,8,0,18,25,35,0
8,34,34,8,0,24,30,19,2
8,35,35,8,0,16,24,25,0
8,36,36,8,0,5,9,41,6
8,37,37,8,0,8,13,44,13
8,38,38,8,0,7,12,40,5
8,39,39,8,0,5,9,43,19
8,40,40,8,0,5,9,41,10
8,41,41,8,0,5,9,44,6
8,42,42,8,0,5,9,40,10
8,43,43,8,0,9,14,44,9
8,44,44,8,0,16,24,24,0
8,45,45,8,0,6,10,41,18
8,46,46,8,0,9,15,42,14
8,47,47,8,0,12,19,36,7
8,48,48,8,0,10,16,40,18
8,49,49,8,0,9,15,34,8
8,50,50,8,0,9,14,39,17
8,51,51,8,0,6,11,40,10
8,52,52,8,1,15,15,8,8
8,53,53,8,0,8,14,38,7
8,54,54,8,0,9,15,38,8
8,55,55,8,0,13,20,34,0
8,56,56,8,1,16,16,3,12
8,57,57,8,0,15,22,23,19
8,58,58,8,0,12,20,24,11
8,59,59,8,0,18,25,24,6
8,60,60,8,0,30,35,18,0
8,61,61,8,0,8,14,40,16
8,62,62,8,0,5,10,41,9
8,63,63,8,0,13,19,38,15
8,64,64,8,0,13,20,32,20
8,65,65,8,0,5,9,44,6
8,66,66,8,0,7,11,41,15
8,67,67,8,0,31,37,23,0
8,68,68,8,0,33,38,16,0
8,69,69,8,0,12,20,32,12
8,70,70,8,0,6,10,41,6
8,71,71,8,0,6,10,42,6
8,72,72,8,0,7,11,38,23
8,73,73,8,0,8,13,39,9
8,74,74,8,0,5,9,42,10
8,75,75,8,0,9,13,39,8
8,76,76,8,1,16,16,0,11
8,77,77,8,0,5,9,41,10
8,78,78,8,0,8,13,40,15
8,79,79,8,1,14,14,0,14
8,80,80,8,0,12,20,28,0
8,81,81,8,0,8,13,38,18
8,82,82,8,0,5,9,42,19
8,83,83,8,0,7,13,41,9
8,84,84,8,0,13,20,32,14
8,85,85,8,0,18,28,34,0
8,86,86,8,0,18,23,28,6
8,87,87,8,0,35,41,13,0
8,88,88,8,0,33,37,18,0
8,89,89,8,0,19,23,17,20
8,90,90,8,0,20,24,10,6
8,91,91,8,0,3,3,0,1
8,92,92,8,1,20,20,1,11
8,93,93,8,0,4,4,0,3
8,94,94,8,0,4,6,2,14
8,95,95,8,0,4,4,0,10
8,96,96,8,0,2,2,0,1
8,97,97,8,0,3,4,1,2
8,98,98,8,0,4,4,1,2
8,99,99,8,0,3,4,4,3
8,100,100,8,0,4,4,0,2
8,101,101,8,1,45,45,9,0
8,102,102,8,0,3,3,0,1
8,103,103,8,0,3,3,0,1
8,104,104,8,0,3,3,1,2
8,105,105,8,0,3,4,2,3
8,106,106,8,0,4,4,1,2
8,107,107,8,0,3,3,0,1
8,108,108,8,0,3,4,2,3
8,109,109,8,0,4,5,3,4
8,110,110,8,0,9,10,2,2
8,111,111,8,0,3,3,0,1
8,112,112,8,1,36,36,18,0
8,113,113,8,0,4,5,1,2
8,114,114,8,0,4,5,0,9
8,115,115,8,0,2,2,0,1
8,116,116,8,0,2,2,0,1
8,117,117,8,0,2,2,0,1
8,118,118,8,0,2,2,0,1
8,119,119,8,0,2,2,0,1
8,120,120,8,0,2,2,0,1
8,121,121,8,0,2,2,0,1
8,122,122,8,0,2,2,0,1
8,123,123,8,0,2,2,0,1
8,124,124,8,1,26,26,33,16
8,125,125,8,0,2,2,0,1
8,126,126,8,0,2,2,0,1
8,127,127,8,0,3,3,0,2
8,128,128,8,0,2,2,0,1
8,129,129,8,0,2,2,0,1
8,130,130,8,0,2,2,0,1
8,131,131,8,0,2,2,0,1
8,132,132,8,0,3,4,0,2
8,133,133,8,0,3,3,0,1
8,134,134,8,1,28,28,15,3
8,135,135,8,0,3,3,0,1
8,136,136,8,0,3,3,0,1
8,137,137,8,0,3,3,0,1
8,138,138,8,0,3,3,0,1
8,139,139,8,0,3,3,0,1
8,140,140,8,0,3,3,0,1
8,141,141,8,0,3,3,0,1
8,142,142,8,0,3,3,0,1
8,143,143,8,0,3,3,0,1
8,144,144,8,1,14,14,1,13
8,145,145,8,0,3,3,0,1
8,146,146,8,0,3,3,0,1
8,147,147,8,0,3,3,0,1
8,148,148,8,0,3,3,0,1
8,149,149,8,0,3,3,0,1
9,0,0,9,0,41,41,15,0
9,1,1,9,0,36,37,24,13
9,2,2,9,0,15,20,56,4
9,3,3,9,0,16,22,49,2
9,4,4,9,0,6,8,81,5
9,5,5,9,0,34,35,26,16
9,6,6,9,0,10,12,80,3
9,7,7,9,0,39,42,23,0
9,8,8,9,0,32,35,28,4
9,9,9,9,0,24,27,63,1
9,10,10,9,0,8,8,88,2
9,11,11,9,0,15,16,67,3
9,12,12,9,0,30,33,52,4
9,13,13,9,0,39,43,26,15
9,14,14,9,0,22,26,29,6
9,15,15,9,0,17,21,43,17
9,16,16,9,0,48,51,12,0
9,17,17,9,0,43,46,18,0
9,18,18,9,0,27,31,38,2
9,19,19,9,0,31,35,26,4
9,20,20,9,0,21,24,34,6
9,21,21,9,0,29,32,16,0
9,22,22,9,0,30,35,20,0
9,23,23,9,0,35,39,20,0
9,24,24,9,0,12,16,54,7
9,25,25,9,0,32,33,25,0
9,26,26,9,0,16,20,58,6
9,27,27,9,0,6,6,85,4
9,28,28,9,0,10,10,51,6
9,29,29,9,0,35,36,19,0
9,30,30,9,0,34,35,28,1
9,31,31,9,0,16,18,72,5
9,32,32,9,0,29,30,40,2
9,33,33,9,0,18,20,52,4
9,34,34,9,0,14,23,43,4
9,35,35,9,0,21,23,28,13
9,36,36,9,0,21,26,14,5
9,37,37,9,0,31,35,11,12
9,38,38,9,0,42,43,12,0
9,39,39,9,0,17,17,12,6
9,40,40,9,0,41,45,17,0
9,41,41,9,0,38,40,17,0
9,42,42,9,0,19,19,65,2
9,43,43,9,0,8,8,51,17
9,44,44,9,0,36,37,23,13
9,45,45,9,0,18,19,52,4
9,46,46,9,0,31,32,34,15
9,47,47,9,0,9,10,54,10
9,48,48,9,0,13,15,45,9
9,49,49,9,0,12,18,43,4
9,50,50,9,0,32,35,30,2
9,51,51,9,0,35,36,22,12
9,52,52,9,1,14,14,22,1
9,53,53,9,0,15,18,27,4
9,54,54,9,1,22,22,18,6
9,55,55,9,0,10,10,15,7
9,56,56,9,0,8,8,17,24
9,57,57,9,1,22,22,20,0
9,58,58,9,1,11,11,15,3
9,59,59,9,0,19,24,34,12
9,60,60,9,1,12,12,9,5
9,61,61,9,0,32,32,28,0
9,62,62,9,0,37,37,24,2
9,63,63,9,0,16,17,54,6
9,64,64,9,0,25,28,31,16
9,65,65,9,0,15,15,37,9
9,66,66,9,0,14,15,23,10
9,67,67,9,0,36,37,23,0
9,68,68,9,1,14,14,13,18
9,69,69,9,0,35,35,28,17
9,70,70,9,0,13,14,43,10
9,71,71,9,0,11,14,73,1
9,72,72,9,0,14,21,40,0
9,73,73,9,0,35,39,25,3
9,74,74,9,0,29,35,22,0
9,75,75,9,0,24,28,30,14
9,76,76,9,0,13,17,57,14
9,77,77,9,0,5,5,93,3
9,78,78,9,0,33,34,29,16
9,79,79,9,1,13,13,13,10
9,80,80,9,0,28,30,55,1
9,81,81,9,0,34,35,27,2
9,82,82,9,0,16,21,44,17
9,83,83,9,0,34,37,17,0
9,84,84,9,0,32,32,40,2
9,85,85,9,0,33,33,12,0
9,86,86,9,0,35,36,21,0
9,87,87,9,0,29,30,37,2
9,88,88,9,0,34,37,38,5
9,89,89,9,1,13,13,9,1
9,90,90,9,0,35,36,11,0
9,91,91,9,0,29,34,24,0
9,92,92,9,0,37,37,17,0
9,93,93,9,1,17,17,15,3
9,94,94,9,0,17,21,64,4
9,95,95,9,0,19,20,33,14
9,96,96,9,0,22,23,65,3
9,97,97,9,0,29,30,14,0
9,98,98,9,0,4,4,96,1
9,99,99,9,0,21,21,49,2
9,100,100,9,0,4,4,28,51
9,101,101,9,0,4,4,45,20
9,102,102,9,0,4,4,35,19
9,103,103,9,0,13,14,34,33
9,104,104,9,0,2,3,45,61
9,105,105,9,0,37,39,20,0
9,106,106,9,0,15,19,25,5
9,107,107,9,0,14,15,30,13
9,108,108,9,0,35,36,23,5
9,109,109,9,0,14,15,53,21
9,110,110,9,0,13,17,64,11
9,111,111,9,0,7,11,40,8
9,112,112,9,0,6,10,43,9
9,113,113,9,0,29,33,31,11
9,114,114,9,0,35,39,23,0
9,115,115,9,0,41,44,13,0
9,116,116,9,0,29,29,10,0
9,117,117,9,0,32,32,22,15
9,118,118,9,0,17,17,44,18
9,119,119,9,0,12,13,73,4
9,120,120,9,0,26,28,50,4
9,121,121,9,0,35,35,16,0
9,122,122,9,0,43,46,18,0
9,123,123,9,0,21,23,39,2
9,124,124,9,1,16,16,24,0
9,125,125,9,0,27,28,11,0
9,126,126,9,0,18,18,8,3
9,127,127,9,0,15,15,6,3
9,128,128,9,0,22,22,22,5
9,129,129,9,0,32,33,11,0
9,130,130,9,0,15,15,10,1
9,131,131,9,0,38,42,30,13
9,132,132,9,0,38,41,16,0
9,133,133,9,0,34,35,25,1
9,134,134,9,0,36,38,15,0
9,135,135,9,0,29,32,20,0
9,136,136,9,0,21,23,49,4
9,137,137,9,0,30,31,22,6
9,138,138,9,0,38,38,24,12
9,139,139,9,0,29,30,46,1
9,140,140,9,0,14,20,68,2
9,141,141,9,0,7,12,80,1
9,142,142,9,0,6,6,92,2
9,143,143,9,0,25,25,29,15
9,144,144,9,0,15,15,7,4
9,145,145,9,0,15,15,6,4
9,146,146,9,0,15,15,8,4
9,147,147,9,0,15,15,8,13
9,148,148,9,0,22,23,12,6
9,149,149,9,0,19,19,54,3
10,0,0,10,0,26,26,39,5
10,1,1,10,0,35,35,12,5
10,2,2,10,0,37,38,23,0
10,3,3,10,0,40,42,12,0
10,4,4,10,0,34,36,16,0
10,5,5,10,0,29,31,6,0
10,6,6,10,0,34,36,8,0
10,7,7,10,0,37,39,20,0
10,8,8,10,0,26,26,27,0
10,9,9,10,0,29,30,10,0
10,10,10,10,0,40,42,23,0
10,11,11,10,0,29,29,50,14
10,12,12,10,0,36,36,15,0
10,13,13,10,0,31,32,22,0
10,14,14,10,0,21,21,40,8
10,15,15,10,0,35,35,16,0
10,16,16,10,0,35,35,22,0
10,17,17,10,0,36,36,30,0
10,18,18,10,0,36,36,15,0
10,19,19,10,0,21,22,42,12
10,20,20,10,0,26,27,41,3
10,21,21,10,0,29,29,33,0
10,22,22,10,0,35,35,20,0
10,23,23,10,0,31,31,22,0
10,24,24,10,0,32,33,19,0
10,25,25,10,0,27,29,13,5
10,26,26,10,0,30,30,23,0
10,27,27,10,0,39,40,12,0
10,28,28,10,0,18,21,27,0
10,29,29,10,0,27,28,31,0
10,30,30,10,0,17,17,16,13
10,31,31,10,0,12,12,39,5
10,32,32,10,0,18,18,36,18
10,33,33,10,0,14,15,31,13
10,34,34,10,0,26,27,21,16
10,35,35,10,0,39,39,30,5
10,36,36,10,0,35,36,41,3
10,37,37,10,0,36,37,21,0
10,38,38,10,0,27,27,19,0
10,39,39,10,0,32,32,21,0
10,40,40,10,0,40,40,21,0
10,41,41,10,0,24,24,40,11
10,42,42,10,0,37,37,24,0
10,43,43,10,0,39,39,20,0
10,44,44,10,0,29,29,23,9
